id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	Astrocytes|Astrocytes	Astrocytes|Erythroid cells	Astrocytes|Interneurons	Astrocytes|Neuroblasts1	Astrocytes|Neuroblasts2	Astrocytes|Neurons1	Astrocytes|Neurons2	Astrocytes|Neurons3	Astrocytes|Platelets	Astrocytes|Pyramidal cells	Astrocytes|Unknown	Erythroid cells|Astrocytes	Erythroid cells|Erythroid cells	Erythroid cells|Interneurons	Erythroid cells|Neuroblasts1	Erythroid cells|Neuroblasts2	Erythroid cells|Neurons1	Erythroid cells|Neurons2	Erythroid cells|Neurons3	Erythroid cells|Platelets	Erythroid cells|Pyramidal cells	Erythroid cells|Unknown	Interneurons|Astrocytes	Interneurons|Erythroid cells	Interneurons|Interneurons	Interneurons|Neuroblasts1	Interneurons|Neuroblasts2	Interneurons|Neurons1	Interneurons|Neurons2	Interneurons|Neurons3	Interneurons|Platelets	Interneurons|Pyramidal cells	Interneurons|Unknown	Neuroblasts1|Astrocytes	Neuroblasts1|Erythroid cells	Neuroblasts1|Interneurons	Neuroblasts1|Neuroblasts1	Neuroblasts1|Neuroblasts2	Neuroblasts1|Neurons1	Neuroblasts1|Neurons2	Neuroblasts1|Neurons3	Neuroblasts1|Platelets	Neuroblasts1|Pyramidal cells	Neuroblasts1|Unknown	Neuroblasts2|Astrocytes	Neuroblasts2|Erythroid cells	Neuroblasts2|Interneurons	Neuroblasts2|Neuroblasts1	Neuroblasts2|Neuroblasts2	Neuroblasts2|Neurons1	Neuroblasts2|Neurons2	Neuroblasts2|Neurons3	Neuroblasts2|Platelets	Neuroblasts2|Pyramidal cells	Neuroblasts2|Unknown	Neurons1|Astrocytes	Neurons1|Erythroid cells	Neurons1|Interneurons	Neurons1|Neuroblasts1	Neurons1|Neuroblasts2	Neurons1|Neurons1	Neurons1|Neurons2	Neurons1|Neurons3	Neurons1|Platelets	Neurons1|Pyramidal cells	Neurons1|Unknown	Neurons2|Astrocytes	Neurons2|Erythroid cells	Neurons2|Interneurons	Neurons2|Neuroblasts1	Neurons2|Neuroblasts2	Neurons2|Neurons1	Neurons2|Neurons2	Neurons2|Neurons3	Neurons2|Platelets	Neurons2|Pyramidal cells	Neurons2|Unknown	Neurons3|Astrocytes	Neurons3|Erythroid cells	Neurons3|Interneurons	Neurons3|Neuroblasts1	Neurons3|Neuroblasts2	Neurons3|Neurons1	Neurons3|Neurons2	Neurons3|Neurons3	Neurons3|Platelets	Neurons3|Pyramidal cells	Neurons3|Unknown	Platelets|Astrocytes	Platelets|Erythroid cells	Platelets|Interneurons	Platelets|Neuroblasts1	Platelets|Neuroblasts2	Platelets|Neurons1	Platelets|Neurons2	Platelets|Neurons3	Platelets|Platelets	Platelets|Pyramidal cells	Platelets|Unknown	Pyramidal cells|Astrocytes	Pyramidal cells|Erythroid cells	Pyramidal cells|Interneurons	Pyramidal cells|Neuroblasts1	Pyramidal cells|Neuroblasts2	Pyramidal cells|Neurons1	Pyramidal cells|Neurons2	Pyramidal cells|Neurons3	Pyramidal cells|Platelets	Pyramidal cells|Pyramidal cells	Pyramidal cells|Unknown	Unknown|Astrocytes	Unknown|Erythroid cells	Unknown|Interneurons	Unknown|Neuroblasts1	Unknown|Neuroblasts2	Unknown|Neurons1	Unknown|Neurons2	Unknown|Neurons3	Unknown|Platelets	Unknown|Pyramidal cells	Unknown|Unknown
CPI-SC05D7BF6AC	WNT2B_FZD4_LRP5	simple:Q93097	complex:FZD4_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.007	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC09E6AC2F5	WNT3_FZD4_LRP5	simple:P56703	complex:FZD4_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.002	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.007	0.0	0.0	0.0	0.008	0.006	0.0	0.0	0.013	0.006	0.0	0.004	0.0	0.0	0.0	0.005	0.004	0.0	0.0	0.01	0.004	0.0	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.003	0.0	0.036	0.0	0.0	0.0	0.037	0.036	0.0	0.0	0.042	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.052	0.0	0.0	0.0	0.053	0.051	0.0	0.0	0.058	0.051	0.0
CPI-SC09C59F73D	WNT4_FZD4_LRP5	simple:P56705	complex:FZD4_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.007	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.003	0.0	0.009	0.0	0.0	0.0	0.01	0.008	0.0	0.0	0.015	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC016937C58	WNT5A_FZD4_LRP5	simple:P41221	complex:FZD4_LRP5	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.008	0.006	0.0	0.0	0.012	0.006	0.0	0.005	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.011	0.004	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.007	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.014	0.012	0.0	0.0	0.018	0.012	0.0	0.003	0.0	0.0	0.0	0.003	0.002	0.0	0.0	0.008	0.002	0.0	0.005	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.011	0.005	0.0
CPI-SC0D721C667	WNT5B_FZD4_LRP5	simple:Q9H1J7	complex:FZD4_LRP5	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.002	0.0	0.0	0.0	0.003	0.002	0.0	0.0	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.005	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.011	0.004	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC056F2D04E	WNT6_FZD4_LRP5	simple:Q9Y6F9	complex:FZD4_LRP5	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.007	0.006	0.0	0.0	0.012	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0BAD0A831	WNT7A_FZD4_LRP5	simple:O00755	complex:FZD4_LRP5	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.002	0.0	0.0	0.008	0.002	0.0	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.002	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC090C59110	WNT7B_FZD4_LRP5	simple:P56706	complex:FZD4_LRP5	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.007	0.001	0.0	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0BEC869BA	WNT8B_FZD4_LRP5	simple:Q93098	complex:FZD4_LRP5	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.003	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.009	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0B6207B1C	WNT2B_FZD4_LRP6	simple:Q93097	complex:FZD4_LRP6	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.007	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC092B44A03	WNT3_FZD4_LRP6	simple:P56703	complex:FZD4_LRP6	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.002	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.007	0.0	0.0	0.0	0.008	0.006	0.0	0.0	0.013	0.006	0.0	0.004	0.0	0.0	0.0	0.005	0.004	0.0	0.0	0.01	0.004	0.0	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.003	0.0	0.036	0.0	0.0	0.0	0.037	0.036	0.0	0.0	0.042	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.052	0.0	0.0	0.0	0.053	0.051	0.0	0.0	0.058	0.051	0.0
CPI-SC04AF69F59	WNT4_FZD4_LRP6	simple:P56705	complex:FZD4_LRP6	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.001	0.0	0.0	0.007	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.003	0.0	0.009	0.0	0.0	0.0	0.01	0.008	0.0	0.0	0.015	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0E149DD74	WNT5A_FZD4_LRP6	simple:P41221	complex:FZD4_LRP6	WNT5A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.008	0.006	0.0	0.0	0.012	0.006	0.0	0.005	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.011	0.004	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.007	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.0	0.014	0.012	0.0	0.0	0.018	0.012	0.0	0.003	0.0	0.0	0.0	0.003	0.002	0.0	0.0	0.008	0.002	0.0	0.005	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.011	0.005	0.0
CPI-SC09771D617	WNT5B_FZD4_LRP6	simple:Q9H1J7	complex:FZD4_LRP6	WNT5B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.002	0.0	0.0	0.0	0.003	0.002	0.0	0.0	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.005	0.0	0.0	0.0	0.006	0.004	0.0	0.0	0.011	0.004	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0B2882B83	WNT6_FZD4_LRP6	simple:Q9Y6F9	complex:FZD4_LRP6	WNT6		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.007	0.006	0.0	0.0	0.012	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0D9880D62	WNT7A_FZD4_LRP6	simple:O00755	complex:FZD4_LRP6	WNT7A		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.002	0.0	0.0	0.008	0.002	0.0	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.002	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0B4243FE6	WNT7B_FZD4_LRP6	simple:P56706	complex:FZD4_LRP6	WNT7B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.007	0.001	0.0	0.003	0.0	0.0	0.0	0.004	0.002	0.0	0.0	0.009	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC023CD2194	WNT8B_FZD4_LRP6	simple:Q93098	complex:FZD4_LRP6	WNT8B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.003	0.0	0.0	0.0	0.004	0.003	0.0	0.0	0.009	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.008	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0DE64F872	WNT2B_FZD7_LRP5	simple:Q93097	complex:FZD7_LRP5	WNT2B		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.004	0.0	0.0	0.003	0.001	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.004	0.002	0.001	0.0	0.0	0.002	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.004	0.002	0.002	0.0	0.0	0.002	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC026062296	WNT3_FZD7_LRP5	simple:P56703	complex:FZD7_LRP5	WNT3		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.006	0.0	0.0	0.005	0.003	0.002	0.0	0.0	0.003	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.005	0.003	0.002	0.0	0.0	0.003	0.002	0.0	0.004	0.0	0.0	0.004	0.002	0.001	0.0	0.0	0.002	0.001	0.0	0.009	0.0	0.0	0.008	0.007	0.006	0.0	0.0	0.006	0.006	0.0	0.007	0.0	0.0	0.006	0.005	0.004	0.0	0.0	0.004	0.004	0.0	0.006	0.0	0.0	0.005	0.003	0.003	0.0	0.0	0.003	0.003	0.0	0.039	0.0	0.0	0.038	0.036	0.036	0.0	0.0	0.036	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.004	0.002	0.001	0.0	0.0	0.002	0.001	0.0	0.055	0.0	0.0	0.054	0.052	0.052	0.0	0.0	0.052	0.051	0.0
CPI-SC052C897AB	WNT4_FZD7_LRP5	simple:P56705	complex:FZD7_LRP5	WNT4		True	False	False	curated	False	Ligand-Receptor	Signaling by WNT	0.004	0.0	0.0	0.003	0.001	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.003	0.002	0.001	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.005	0.003	0.003	0.0	0.0	0.003	0.003	0.0	0.012	0.0	0.0	0.011	0.009	0.009	0.0	0.0	0.009	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
